Number,GivenName,Surname,Color,Kilograms,Centimeters,Latitude,Longitude
11796,Натан,Ва́син,Blue,95.4,166,-32.747127,149.863449
11797,Bronisław,Kowalski,Green,79.2,185,42.036676,-100.577387
11798,Torsten,Furst,Blue,108.1,166,41.376976,-72.915729
11799,Cornelia,Moretti,Green,65.9,165,48.088046,22.308574
11800,Kacie,Kelly,Red,70.6,172,45.913247,-0.943612
11801,Ana,Ivančić,Purple,100.1,156,40.959135,0.213571
11802,Ning,Lo,Blue,98.8,171,-33.262098,26.506857
11803,Liam,Seabrook,Red,76.8,181,46.434027,16.099691
11804,Emilio,Jansson,Blue,88.9,186,52.219571,21.070892
11805,Văn,Bùi,Red,62,173,65.916102,-18.606981
11806,Alina,Yevdokimova,Purple,59.7,167,49.826094,15.910421
11807,Marton,Lantos,Blue,59.2,167,41.419633,-72.988773
11808,Nicklas,Jönsson,Black,72.6,163,40.254659,-8.536984
11809,Chow,Hao,Purple,62.6,154,41.547554,-8.516925
11810,Luisa,Shervashidze,Blue,59.9,163,50.128644,11.87172
11811,Lushikatome,,Blue,92.5,182,58.284916,26.600474
11812,Тереза,Бочаро́ва,Blue,62,175,58.450676,24.48396
11813,Osmaro,Gallegos,Blue,64.9,184,-24.190582,28.997467
11814,Jowita,Grabowska,Orange,63.8,160,46.204186,9.162215
11815,Злата,Юрьева,Black,108,157,-32.45821,-57.67189
11816,Kristof,Bagy,Blue,87.9,179,-33.907153,150.82141
11817,Gina,Nordin,Purple,60.3,170,60.115521,25.016673
11818,Jacques,Couet,Blue,85.7,175,-33.852902,135.63091
11819,Irupé,Almanza,Blue,96.6,161,50.532884,3.921619
11820,Sumeyye,Maarse,Blue,90,159,55.666483,12.551189
11821,Jennifer,Bosch,Blue,73.7,167,49.834332,16.384479
11822,Alina,Ankudinova,Blue,89.7,152,41.232237,-73.0052
11823,Knutiane,Mæland,Red,96.8,157,51.089836,17.034413
11824,Doron,Kwinten,Green,88.7,168,-42.205312,146.957064
11825,Annukka,Ollanketo,Yellow,59.9,168,65.586829,-18.06997
11826,پیروز,میرهاشمی,Blue,78.7,172,41.013423,-5.609567
11827,Lushikutekushikimime,,Black,86.9,179,53.135742,6.531354
11828,又綺,鄧,Blue,91.1,180,47.498993,17.307374
11829,Erembourg,Crête,Black,48.2,161,77.068468,-69.092271
11830,Nivi,Petersen,Blue,101.7,172,50.62681,13.985721
11831,Linda,Twofoot,Orange,65.3,98,62.142064,25.794925
11832,Stjepan,Marušić,White,84,177,46.193339,7.501053
11833,Tain,Mao,Red,115.6,185,62.668163,25.278784
11834,Valter,Lombardi,Brown,94.2,171,-40.973712,174.930179
11835,Khải,Đinh,Silver,62.8,168,59.003377,26.973737
11836,Lý,La,Purple,72.1,160,48.15506,13.901619
11837,Chung,T'ao,Blue,66.4,172,-26.237277,28.060464
11838,Nikola,Lundqvist,Brown,90.9,185,37.836389,-5.028978
11839,Iraida,Kulikova,Red,73.8,166,-45.143714,168.623424
11840,Josephine,Turner,Orange,90,170,59.898104,10.897222
11841,康平,鷹取,Blue,98.4,178,53.227848,23.170443
11842,Marteinn,Rósmundsson,Green,98.6,170,45.439672,8.189892
11843,Maik,Breuker,Blue,93.2,182,-36.87749,174.706925
11844,คมขำ,แดงพยนต์,Black,85.2,188,36.857465,10.094372
11845,Mai,Ngô,Purple,84.2,172,41.404462,-72.864373
11846,Sophia,Barros,Purple,82.1,169,48.812573,15.766054
11847,Ch'pok,Drexa,Blue,109.7,185,59.345336,26.273476
11848,Rollo,Mugwort,Blue,65,103,50.067923,5.532621
11849,Jakobine,Knudsen,Green,53.1,158,50.047324,4.518
11850,勝,谷田部,Brown,80,165,49.136243,15.914602
11851,Ellen,Harðardóttir,Blue,73.6,157,52.75448,1.216725
11852,Lavinia,Costa,Silver,67,170,40.200094,-8.360548
11853,Thế,Đào,Green,101.1,166,50.758432,-4.405155
11854,Riitta,Hossi,Blue,50.2,164,50.643603,3.366743
11855,Paulo,Costa,Blue,82.8,169,48.701634,2.36327
11856,Tịnh,Tôn,Silver,70.8,189,48.791544,16.512992
11857,Buşra,Ramdin,Green,103.4,170,46.914431,8.401918
11858,Mia,Lee,Brown,90.1,158,41.246447,-75.778031
11859,Let,Carvajal,Blue,86.3,188,46.07401,14.417337
11860,Isoko,Koike,Black,104.5,153,55.615407,12.500278
11861,Relinde,Bergs,Green,71.3,159,38.415632,-9.100332
11862,柏叡,邱,Blue,58.8,155,59.034277,11.411789
11863,สุนภา,ก้านคำ,Purple,64.6,159,49.838691,5.648552
11864,Akulina,Yefimova,Purple,83.8,170,45.606148,10.407072
11865,Jeremy,Nagle,Blue,102.5,189,63.382827,14.376864
11866,Zuzanna,Kaczmarek,Blue,48.6,162,41.284311,-72.835778
11867,Růžena,Kristková,Blue,89.5,166,53.930051,-1.518257
11868,Roger,Bajramoska,Blue,64.9,187,43.642681,-79.387657
11869,Herman,Golovanov,Blue,104.7,185,52.440763,16.970458
11870,Ajiz,Žvarc,Blue,74.8,175,47.730755,11.273444
11871,Mariusz,Wiśniewski,Blue,95.3,186,70.400548,-21.92569
11872,Mùi,Cao,Blue,99.1,155,41.427291,-72.866778
11873,Tibor,Benedek,Red,72.9,185,46.42138,8.811307
11874,家茜,董,Purple,79.8,170,49.577769,15.478967
11875,Dorofiej,Woźniak,Blue,78.1,187,43.676045,-79.513283
11876,Willian,van de Peppel,Blue,61.4,184,47.028423,17.754513
11877,Marinko,Boscarol,Orange,77.5,175,51.986396,4.311214
11878,Antaan,Regoric,Black,85.3,186,50.633885,5.062267
11879,Logan,Ahmed,Black,83.3,186,46.507831,15.018817
11880,Obo,Bolger-Baggins,Green,54.2,67,40.190681,0.290044
11881,Styrkar,Øygard,Red,99.8,171,61.273614,-149.866367
11882,Laurence,Hill,Blue,77.5,190,57.699629,11.722742
11883,Boyd,Scott,Blue,115.4,170,45.530056,13.674657
11884,Radimir,Vučković,Brown,107.3,170,43.607271,7.139545
11885,Waltruda,Pérez,Purple,90,167,-26.537498,28.446882
11886,Johan,Dam,Blue,79.5,179,41.411809,-72.855769
11887,Tekle,Medhane,Green,107.6,173,41.598289,-8.342807
11888,สุนที,ศรีเอี่ยม,Purple,99.3,167,55.774595,12.461328
11889,Tình,Luong,Yellow,99.6,159,37.663839,-8.67514
11890,Sylvie,Simpson,Blue,77,161,52.86369,5.808192
11891,Nurdi,Gairbekov,Blue,96.3,173,50.480281,15.118648
11892,Яна,Григорьева,Purple,64.3,163,55.578244,12.615845
11893,Marjan,Tadić,Black,80.5,170,-33.980898,18.553286
11894,Michael,Longstaff,Blue,88.5,172,59.361185,24.813402
11895,Jadwiga,Woźniak,Purple,56.3,152,48.094927,12.94719
11896,Ellie,Freehill,Orange,69.9,168,43.231973,-81.663517
11897,Fortun,Salmons,Blue,106.4,179,60.143651,25.027516
11898,Pentele,Bodnár,White,102.5,169,56.10291,10.095462
11899,ณัฐพงษ์,หนูวรรณะ,Blue,83,178,59.424253,18.673004
11900,Michael,White,Black,83.3,170,50.370877,14.451632
11901,ทรงสวัสดิ์,แก้วอัมพร,Blue,75.9,169,46.895329,18.175987
11902,Adaezennaya,Chiawuotu,Blue,49.3,157,-31.521495,-55.730838
11903,Fumnanya,Nwoye,Blue,103.7,155,37.026452,-25.172161
11904,Bisrat,Mustafa,Green,82.9,172,47.655162,19.088191
11905,Hendrych,Gorski,Blue,89.7,167,50.981232,3.341148
11906,Viktorija,Brkić,Yellow,72.7,166,40.294956,-4.899035
11907,Antony,Bell,Blue,64.5,179,53.454578,14.603176
11908,Valentin,Vehviläinen,Green,79.7,168,48.641823,8.432927
11909,Shikafu,,Green,79.2,188,46.485285,15.599243
11910,Salvig,Gaarder,Red,89.2,173,40.66834,-6.154661
11911,Isabelle,Lima,Brown,95.3,155,35.759888,-81.3873
11912,Liam,Maclean,Blue,66.9,190,41.388238,-72.867641
11913,Blake,Prill,Blue,82.7,177,46.777105,8.84651
11914,Temotokatate,,Blue,87.7,183,39.617229,-8.453738
11915,Liviana,Romani,Green,83.2,165,55.606147,12.500028
11916,จิตติพงษ์,สีฮุย,Orange,91.9,187,41.237353,-72.880803
11917,Katherine,Jones,Black,84.7,154,50.840637,16.568213
11918,Temodojitakaari,,Blue,102.4,178,52.252309,6.920687
11919,Vanessa,Matveyeva,Purple,70.3,172,-25.000554,-53.397795
11920,Rima,Bogolyubova,Purple,68.8,162,41.378006,-72.98532
11921,هما,مدیری اصل,White,97.8,159,64.240833,-22.03369
11922,Valþór,Gissurarson,Blue,85,181,-29.977912,117.940414
11923,Emily,Pettersson,Red,99.6,152,50.236184,15.859045
11924,Ефрем,Бородин,Blue,96.2,185,41.417342,-72.84187
11925,Shaiming,Teng,Blue,109.6,168,52.230057,8.88478
11926,Marjolaine,Couture,Green,98.2,155,45.418407,10.746867
11927,Dorothy,Rosales,Brown,86.7,171,58.517529,23.660265
11928,仕達,何,Blue,107.4,174,41.366039,-72.838773
11929,Josef,Danielsson,Blue,89,172,64.268425,-51.802304
11930,Leonardo,Goncalves,Orange,77.1,187,48.330397,15.800132
11931,Scarlett,Luna,Purple,51,158,59.518794,11.0836
11932,Bjarta,Nordal,Black,98.6,156,37.755948,-3.521618
11933,静香,松竹,Blue,79.7,174,47.570113,19.405539
11934,Ksenia,Kucharska,Green,64,170,46.296767,15.022966
11935,Victor,Lassen,Black,61,173,61.948062,26.703683
11936,振翔,林,Brown,96,170,49.940052,18.651596
11937,Tĩnh,Hàn,Blue,97.8,167,63.908976,-22.519069
11938,Mekutatafu,,Black,63.5,181,-23.513458,30.031382
11939,Ryan,Devine,Blue,80,174,43.934922,11.978759
11940,Malene,Nørgaard,Blue,69.6,174,60.845146,-45.997029
11941,Guaraci,Jiménez,Blue,96.7,168,61.51782,21.741829
11942,Zargan,Sultygov,Purple,77.6,162,54.514372,-1.247874
11943,Kateřina,Kollerová,Blue,102.9,160,49.054964,9.142685
11944,Shahab,Desheriyev,Red,108.4,166,59.883695,10.732027
11945,Moore,Lachance,Green,93.3,183,69.16166,-51.148334
11946,Bandobras,Goodchild,Blue,66.9,86,60.549389,24.931702
11947,Nadine,Herzog,Blue,76.6,169,55.896868,-6.011253
11948,Huan,Mao,Purple,93.4,155,51.179431,22.477826
11949,Renan,Pinto,Blue,101.1,167,44.042067,1.036591
11950,Трифон,Щербаков,Silver,79.1,163,59.278349,11.029133
11951,Faryl,Docherty,Blue,65.2,160,63.097007,26.342644
11952,Jakob,Petersen,Orange,91.6,172,57.731568,15.601462
11953,Mùi,Lạc,Blue,107.7,171,-25.97734,146.297252
11954,Sandro,Rukavina,Blue,104.6,170,48.449514,-81.336585
11955,Penny,Håkansson,Blue,84.1,163,33.804524,10.034155
11956,Chikelu,Nnachetam,Red,99.2,185,46.726129,15.962863
11957,Aleksandra,Gaytan,Green,64.8,167,41.143108,-8.595585
11958,Ioan,Korošak,Blue,105,176,41.803212,-4.497628
11959,Sonny,Fraser,Blue,82.8,183,49.517901,13.864133
11960,Tao,Mai,Black,76.5,170,56.090634,8.49626
11961,Byron,Lamare,Blue,103,186,-22.363345,-43.156214
11962,Hreinn,Edgarsson,Blue,99.4,170,41.35901,-72.94617
11963,Abel,Nærø,Red,87.6,160,70.438401,-21.877768
11964,Geir,Friðjónsson,Red,74.2,176,48.888314,2.200146
11965,Kai,Clements,Red,59.8,181,41.313056,-72.88393
11966,Chukwumoge,Anenechi,Orange,61.4,162,47.091195,9.870446
11967,گلناز,تقوایی,Blue,60.7,170,41.265522,-72.899682
11968,Sanja,Kolar,Blue,100.6,156,47.619788,9.211077
11969,Jugoslav,Planšak,Blue,66.4,185,41.273918,-72.881332
11970,Zeliha,Bazhaev,Green,48.3,170,54.387711,18.508211
11971,Sarah,Abrha,Blue,70,175,55.034154,9.824446
11972,Brenda,Barbosa,Purple,57.5,170,59.87749,10.569724
11973,Zigana,Joó,Orange,83,170,-23.606841,-46.619945
11974,Malene,Kruse,Red,65.7,157,68.713043,-52.821823
11975,Morgan,Cole,Blue,95.9,187,52.494608,13.402211
11976,Finnberg,Tengesdal,Black,65.5,172,-33.238766,-57.97956
11977,Sophia,Silva,Blue,70.8,154,45.536023,-73.598811
11978,بوسه,راد,Blue,69.2,165,57.00064,9.999833
11979,Julianna,Ostrowska,Blue,64.9,174,52.678793,6.478615
11980,Rinkutakiariarika,,Blue,64.4,173,55.587639,8.155896
11981,Arabella,Hayward,Green,62.5,101,49.455152,6.537833
11982,Vachel,Caouette,Blue,79.5,174,48.663631,7.730374
11983,Yemane,Negassi,Orange,87.5,170,47.150896,8.1582
11984,匠,小船,Black,78.9,172,49.545102,14.974794
11985,Alberta,Szepesy,Purple,103,165,-29.704656,153.042653
11986,Caitlin,Clarke,Purple,92.1,158,41.249391,-72.971116
11987,Lincoln,Howarth,Blue,97.1,182,53.107655,-105.655914
11988,کورش,بدیعی,Blue,86.7,169,58.177821,7.929115
11989,Frederik,Brandt,Blue,89.5,185,65.696921,-23.905683
11990,Abby,Morris,Orange,86.9,162,49.529772,13.967599
11991,Kessum,Galann,Green,94.5,187,-41.102028,175.04481
11992,Simon,Adonay,Blue,97.3,182,55.344203,11.997223
11993,Stella,Davydova,Yellow,68.3,162,50.08977,4.493047
11994,شرمین,ذاکری,Red,76.1,158,46.242819,15.298079
11995,Yue Wan,Hsü,Purple,65.5,167,66.070633,-23.185099
11996,Callum,Dettmann,Green,75.8,175,43.844842,10.617649
11997,Charles,Portus,White,107.3,170,45.745746,4.744775
11998,กันทรลักษ์,โปร่งมณี,Green,74.2,164,50.577576,4.55149
11999,Methena,Paquet,Blue,78.9,157,47.898299,21.013468
12000,Katharina,Nacht,Black,85.8,151,70.127324,-148.414183
12001,Elliot,Chapman,Blue,70.2,175,64.402371,-22.065401
12002,Mikael,Sulander,Green,67.1,181,49.030656,15.653602
12003,Emil,Jensen,Blue,90,169,51.789883,-5.115789
12004,Sakarias,Sundberg,Blue,99.5,190,55.769529,12.590019
12005,Virag,Gábor,Purple,64.7,171,48.991474,15.321938
12006,Kazuaki,Oosawa,Red,95.7,166,40.120421,-8.645338
12007,Лия,Озерова,Purple,71.2,164,46.67438,13.8102
12008,Vixis,Gomorrac,Red,91.6,162,59.424446,25.456738
12009,تهمینه,خامنه ای,Purple,53.2,169,-34.851942,-56.141057
12010,Ayza,Khadzhiev,Green,75.1,169,41.494405,13.857044
12011,Konstanty,Piotrowski,Green,89.2,184,-23.467225,-47.360182
12012,Talib,Attia,Blue,72,180,40.241536,-93.80923
12013,Václav,Bařinka,Blue,108.6,168,65.430353,-14.314669
12014,Kelsie,Murphy,Blue,93.6,159,58.439372,12.206329
12015,Charella,Rougoor,Purple,52.5,157,-37.702848,175.248305
12016,Lean,Marijs,Blue,77.2,162,59.693789,9.623099
12017,Gisella,Kalister,Blue,96.5,155,64.761955,16.845157
12018,Lucas,Mueller,Blue,80.8,166,42.219473,-3.199728
12019,Pedro,Almeida,Blue,77.8,169,55.966039,13.114696
12020,Kosisochukwu,Ofodile,Green,52.7,167,37.517004,-6.17401
12021,Ameen,Handal,Blue,74.5,167,57.726501,26.506094
12022,Haddas,Petros,Blue,81.5,154,46.228702,-79.430163
12023,Olejuru,Azuka,Blue,87.5,170,49.011486,2.003405
12024,آتبین,طلایی,Blue,75.6,187,49.965932,2.325824
12025,四郎,多鹿,Blue,66.4,174,66.22731,-23.159364
12026,Алла,Ува́рова,Blue,83.2,163,53.141267,-0.321002
12027,Bianca,Hickey,Black,62.8,169,-41.165151,174.996567
12028,Linda,Whitfoot,Black,52.8,111,41.423859,-72.981405
12029,Nadira,Moghadam,Orange,59.9,159,42.814803,-3.001143
12030,Árni,Þorsteinsson,Brown,64,173,-30.596419,-57.595943
12031,Lavinia,Goncalves,Blue,86.3,174,55.582192,12.565536
12032,Tegan,Austin,Blue,64,164,63.002599,23.76875
12033,于禎,梁,Blue,90.7,167,41.367664,-72.96399
12034,Grace,Akhtar,Red,68.6,166,41.319561,-72.853206
12035,Mahdiyah,Maloof,Blue,67.7,167,-41.339421,173.209191
12036,Hồ,Phan,Blue,81.3,165,41.412582,-72.911237
12037,Pauline,Jørgensen,Orange,66.4,153,59.068315,10.283888
12038,نازآفرین,بنفشه خواه,Red,66.1,159,52.10584,5.387071
12039,Sofia,Cavalcanti,Blue,53.9,167,49.718243,13.238848
12040,夏希,鏡,Blue,83.3,157,48.151532,21.71349
12041,子萱,陳,Purple,82.7,160,36.879115,10.165598
12042,Theodore,Eskew,Black,91.7,167,46.078698,15.65439
12043,Thưởng,Tạ,Blue,89.9,169,51.901957,5.852114
12044,Károly,Lovas,Blue,89.8,177,-32.635304,149.759246
12045,Nedjeljka,Hrgota,Green,51.3,154,51.187153,4.383923
12046,ดัสนี,พั่วพันธ์,Blue,84.2,172,-35.836885,148.639493
12047,Lærke,Holm,Black,49,158,46.11107,14.56441
12048,Isabelle,Martins,Blue,82.4,155,51.991231,4.203766
12049,Manchu,Ts'ao,Blue,75.6,182,58.323835,26.715964
12050,Sadad,Almasi,Blue,73.3,180,40.610986,-73.97708
12051,Аполлинария,Быкова,Purple,72.8,174,43.59995,-6.009458
12052,Kyllikki,Lampinen,Orange,93.8,165,48.090844,11.49065
12053,K'ehleyr,Kiosan,Blue,63.6,168,36.848595,10.062914
12054,Faustina,Leiva,Blue,102.7,157,41.278627,-72.906992
12055,Karla,Valberg,Red,94.5,162,60.984952,-45.989354
12056,Futaba,Kurosawa,Blue,101.9,162,48.50003,21.557939
12057,Mua,Phan,Green,94.8,175,0.680346,-50.741666
12058,Danuta,Kozłowska,Green,51.1,170,59.170767,9.701694
12059,สุนวม,พงษาวดาร,Green,87.5,167,41.087792,-8.416151
12060,Ómar,Ingþórsson,Blue,76.5,181,-32.841031,-55.955067
12061,軒銘,田,Silver,99.7,171,47.16177,8.258745
12062,Mátyás,Zsinkó,Blue,101.7,182,55.692568,12.567861
12063,Гузель,Фокина,Purple,79.1,173,48.630228,14.673427
12064,อัศวรักษ์,คลังคำภา,Black,96.1,178,64.609975,24.582689
12065,ถิรวัฒน์,แก้วศรีจันทร์,Blue,83.1,178,41.827994,-8.893451
12066,Nicholas,Gamboa,Blue,110.4,181,-37.601691,176.058004
12067,Várkony,Kovách,Red,111.6,187,37.458697,-77.523952
12068,Uyên,Tôn,Yellow,52.9,167,-34.971013,148.065116
12069,Mingmei,Yao,Green,69.9,156,46.563744,15.802086
12070,ساسان,صمیعی,Black,76.1,168,41.279212,-72.966547
12071,Caramella,Took,Purple,65.4,91,47.445108,18.928026
12072,Józef,Nowakowski,Blue,74.4,170,-35.262442,148.983908
12073,Oliviero,Udinesi,Blue,94.8,180,-27.870169,-48.60054
12074,Taras,Shubin,Yellow,71,186,50.996587,5.869292
12075,Quyên,Tôn,Blue,51.7,173,51.089132,-115.475698
12076,Luca,Reinhard,Orange,99,183,46.435375,15.58757
12077,Olga,Michalčíková,Black,72,158,41.407801,-72.848303
12078,Robert,Fisher,Blue,81.1,173,59.034028,5.652282
12079,Kidane,Berhane,Green,110,169,64.041947,11.495216
12080,Ushio,Hayashida,Blue,69.9,174,55.621996,12.610496
12081,Michael,Hagos,Silver,73.9,187,41.301222,-72.975424
12082,Nusa,Somogyi,Purple,77.8,157,41.361917,-72.862531
12083,Svavar,Reynaldsson,Blue,79.4,167,42.483489,12.384642
12084,Rafael,Rocha,Black,77.4,163,48.032316,13.867297
12085,مهرگان,صاحبکار,Blue,76.1,188,45.990943,14.949906
12086,Глеб,Коновалов,Orange,92.8,175,58.920604,25.591181
12087,Emilie,Thorsen,Blue,58.1,168,65.644649,-18.09274
12088,Margaret,Sidorova,Blue,69.3,161,-37.796965,175.198959
12089,Piroska,Kónya,Green,93.7,164,52.166611,4.260413
12090,Kifle,Michael,Orange,81.7,187,33.914483,-78.89888
12091,Louise,Vincent,Blue,107.8,150,-34.124371,22.083448
12092,Marek,Sokołowski,Green,88.1,168,41.59227,-8.266078
12093,Børu,Ashraf,Blue,88.4,186,39.01873,-3.958364
12094,رامتین,قزوینی,Blue,67,170,50.766698,5.343357
12095,Pascaline,Laurent,Blue,87.8,167,-34.796493,-56.22063
12096,維宇,萬,Orange,72.7,164,57.415008,13.865066
12097,Haris,Tahan,Green,74.4,188,54.646479,-1.479179
12098,Akumjeli,Chigozie,Purple,105.6,165,41.272518,-72.813456
12099,Jin,Tseng,Blue,77.7,172,42.216529,12.875412
12100,Dyta,Kozłowska,Purple,93.4,155,-23.625886,-46.580013
12101,Eve,Newman,Purple,65.9,171,44.848515,-0.723688
12102,舞,山野辺,Purple,62,173,41.433647,-84.323048
12103,Antoinette,Orozco,Green,52,160,33.802843,10.04739
12104,翔太,深作,Blue,94.1,190,41.312677,-72.931084
12105,Emil,Pavlović,Blue,112.5,182,50.22778,18.633766
12106,Khaydarbi,Vizirov,Blue,66.2,187,62.245587,25.659452
12107,Poul,Josefsen,Blue,82.5,181,51.095275,4.35857
12108,هوتن,خدابنده لو,Blue,88.6,170,41.390943,-8.786952
12109,Lodovica,Mazzanti,Black,70.4,155,47.890551,15.096108
12110,Walery,Kozłowski,Blue,68.5,178,52.221532,20.999201
12111,จรรยา,สำราญพิศ,Black,82.1,188,41.71017,-72.729085
12112,Lauren,Leonard,Black,67.3,158,43.032663,-81.33666
12113,Giona,Udinesi,Orange,67.3,181,60.215207,15.296295
12114,Marina,Sal,Blue,66,153,40.226082,15.238458
12115,Tamara,Pavić,Blue,54.5,171,58.399386,26.756701
12116,Tanta,Gammidge,Blue,49.6,101,51.29181,3.640267
12117,Tekashifuta,,Green,60.1,170,45.10455,5.110484
12118,Obialo,Madukwe,Purple,94.8,155,50.082721,-5.680427
12119,Sebastian,Eriksen,Blue,98.7,190,47.453152,18.923998
12120,Christian,Ricci,Blue,61.9,182,-30.243974,152.562046
12121,Amethyst,Sandheaver,Green,55.5,120,54.919813,11.29588
12122,Melker,Bakkerud,Green,64.3,184,39.962069,-75.102564
12123,Jozias,van Zandvoort,Black,66.4,188,-30.688999,-57.750286
12124,Tolomeo,Li Fonti,Blue,100.8,185,64.622105,-164.539972
12125,Chika,Konno,Blue,61.5,151,65.016806,-21.861523
12126,منا,خانلو,Blue,62,166,48.549493,12.735951
12127,Brajko,Marinović,Blue,94.2,180,52.275836,20.926717
12128,Gimja,Abdullah,Black,70.6,158,58.701767,26.070108
12129,Rasmus,Jensen,Blue,99.1,177,60.382672,5.229249
12130,Оскар,Козлов,Blue,102.6,176,50.977175,5.793042
12131,Lubomír,﻿Kučera,Blue,110.5,175,-25.808531,29.160002
12132,Carisio,Trevisano,Red,73.3,173,-10.178265,142.414683
12133,Lena,Neudorf,Brown,74.9,168,45.562193,-73.52762
12134,Jonne,Viitala,Blue,65,168,52.865225,6.960655
12135,Zinaida,Ferbar,Purple,70.6,154,48.823488,2.447705
12136,Partenia,León,Blue,80.5,174,52.112426,-0.848627
12137,Luana,Ferreira,Yellow,91.1,156,64.25111,-22.051449
12138,Mikael,Ek,White,113.2,184,49.918588,16.914955
12139,Lilly,Bell,Blue,90.5,155,51.785447,9.330986
12140,Narue,Shintani,Blue,75.7,163,43.680605,-79.350397
12141,Diên,Quynh,Brown,56,165,48.779319,2.427108
12142,Ásgeir,Hrafnkelsson,Blue,76.8,171,59.999873,10.647898
12143,婉婷,張,Purple,53.4,155,64.779575,-14.057015
12144,จิตสมบัติ,คงช่วย,Orange,62.3,163,41.30916,-72.92912
12145,Lucian,Myren,Blue,107,170,46.805067,16.430439
12146,Vojnomir,Hrvat,Blue,70.9,171,77.395792,-67.155977
12147,Noah,Ecuyer,Green,65.9,186,55.524048,13.33811
12148,Thomas,Poulsen,Blue,93.9,179,52.123564,4.507014
12149,John,Hansen,Blue,108.5,182,51.555613,4.444213
12150,紅子,二橋,Black,81.2,165,65.900183,-18.577274
12151,Hòa,Lý,Blue,83.1,172,46.497754,6.355124
12152,Victor,Bodrov,White,107.6,174,36.704296,-4.853536
12153,Chánh,Huỳnh,Orange,69.8,173,50.179362,14.219476
12154,虹均,蕭,Blue,94.8,154,57.965631,26.200336
12155,Sandra,Hess,Green,74,173,76.772485,-21.100705
12156,Ifeatu,Anenechi,White,95.7,170,62.847495,27.631907
12157,淑茹,戴,Blue,84.7,165,45.759858,4.789264
12158,Ayshat,Bazhaev,Black,48.9,151,65.920151,-20.351172
12159,Zushikikato,,Red,84.5,181,65.694732,-21.744722
12160,Ninacska,Vég,Red,66.9,155,52.009102,4.749001
12161,Илона,Евдокимова,Blue,91.7,161,41.30507,2.056304
12162,Janina,Eisenhower,Purple,52.1,158,46.270473,6.97862
12163,Immanuel,Izmailov,Green,103.4,170,46.437106,17.776776
12164,Đa,Chung,Blue,73.9,181,49.475015,10.722744
12165,Yobachukwu,Chidiegwu,Blue,80.3,160,54.672268,-1.846223
12166,Partenia,Navarro,Black,56.8,167,69.118378,-51.177871
12167,ฐาปนา,เงาศรี,Blue,114.6,179,46.518172,15.025013
